,id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id,home_team_goal,away_team_goal,B365H,B365D,B365A,home_y_card,home_r_card,away_y_card,away_r_card,home_shoton,away_shoton,home_shotoff,away_shotoff,home_foulcommit,away_foulcommit,home_cross,away_cross,home_corner,away_corner,home_possession,away_possession,HTP,ATP,Result
736,22254,2009/2010,7,2009-10-18 00:00:00,684686,CA Osasuna,Atlético Madrid,3,0,2.75,3.3,2.5,1,0,3,0,0,0,0,0,0,1,0,0,0,0,56,44,7,6,H
739,22257,2009/2010,7,2009-10-18 00:00:00,684690,Málaga CF,UD Almería,1,2,2.1,3.2,3.3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,40,60,4,6,A
731,22249,2009/2010,7,2009-10-18 00:00:00,684679,RCD Espanyol,CD Tenerife,2,1,1.83,3.4,4.5,2,0,4,0,5,3,5,3,8,14,8,5,5,2,57,43,8,6,H
735,22253,2009/2010,7,2009-10-18 00:00:00,684684,RCD Mallorca,Getafe CF,3,1,2.15,3.25,3.4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,56,44,10,9,H
737,22255,2009/2010,7,2009-10-18 00:00:00,684688,Real Zaragoza,Racing Santander,2,2,2.0,3.4,3.75,1,1,3,0,0,0,0,0,0,0,0,0,0,0,56,44,7,5,D
730,22248,2009/2010,7,2009-10-18 00:00:00,684677,Xerez Club Deportivo,Villarreal CF,2,1,3.8,3.3,2.0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,72,28,2,3,H
746,22264,2009/2010,8,2009-10-24 00:00:00,684705,Atlético Madrid,RCD Mallorca,1,1,1.8,3.5,4.5,0,0,7,0,11,1,9,4,14,23,19,5,10,3,37,63,6,13,D
744,22262,2009/2010,8,2009-10-24 00:00:00,684699,Real Sporting de Gijón,Real Madrid CF,0,0,7.0,4.33,1.44,2,0,4,0,4,9,5,5,20,7,21,25,3,7,37,63,11,18,D
742,22260,2009/2010,8,2009-10-24 00:00:00,684696,Sevilla FC,RCD Espanyol,0,0,1.44,4.33,7.0,2,0,7,0,13,2,12,5,14,19,40,13,11,0,59,41,15,11,D
741,22259,2009/2010,8,2009-10-25 00:00:00,684694,CD Tenerife,Xerez Club Deportivo,1,0,1.91,3.3,4.2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,40,60,6,5,H
748,22266,2009/2010,8,2009-10-25 00:00:00,684707,FC Barcelona,Real Zaragoza,6,1,1.1,9.0,21.0,0,0,2,0,9,5,3,1,9,14,14,3,6,1,77,23,19,8,H
745,22263,2009/2010,8,2009-10-25 00:00:00,684704,Getafe CF,Athletic Club de Bilbao,2,0,2.0,3.5,3.75,2,0,4,1,0,0,0,0,0,0,0,0,0,0,37,63,9,10,H
747,22265,2009/2010,8,2009-10-25 00:00:00,684706,Racing Santander,CA Osasuna,1,1,2.3,3.3,3.1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,37,63,6,10,D
743,22261,2009/2010,8,2009-10-25 00:00:00,684697,Real Valladolid,RC Deportivo de La Coruña,4,0,2.6,3.2,2.75,3,0,1,0,4,3,9,8,14,10,9,18,4,4,52,48,5,15,H
749,22267,2009/2010,8,2009-10-25 00:00:00,684708,UD Almería,Valencia CF,0,3,3.5,3.3,2.1,3,1,5,0,1,5,6,9,24,16,12,10,4,5,44,56,9,12,A
740,22258,2009/2010,8,2009-10-25 00:00:00,684693,Villarreal CF,Málaga CF,2,1,1.62,3.75,5.5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,40,60,3,4,H
755,22273,2009/2010,9,2009-10-31 00:00:00,684714,Athletic Club de Bilbao,Atlético Madrid,1,0,2.6,3.25,2.7,1,0,2,0,0,0,0,0,0,0,0,0,0,0,47,53,10,7,H
757,22275,2009/2010,9,2009-10-31 00:00:00,684716,CA Osasuna,FC Barcelona,1,1,7.5,4.5,1.4,1,0,3,0,0,11,6,4,15,9,11,16,4,7,30,70,11,22,D
754,22272,2009/2010,9,2009-10-31 00:00:00,684713,Real Madrid CF,Getafe CF,2,0,1.44,4.2,7.5,2,1,1,0,14,8,8,8,8,11,13,20,2,5,47,53,19,12,H
751,22269,2009/2010,9,2009-10-31 00:00:00,684710,Xerez Club Deportivo,Sevilla FC,0,2,5.5,3.75,1.62,4,0,3,0,0,0,0,0,0,0,0,0,0,0,44,56,5,16,A
759,22277,2009/2010,9,2009-11-01 00:00:00,684719,Málaga CF,Valencia CF,0,1,3.8,3.6,1.91,3,0,2,0,6,12,8,6,10,17,10,15,5,9,48,52,4,15,A
753,22271,2009/2010,9,2009-11-01 00:00:00,684712,RC Deportivo de La Coruña,Real Sporting de Gijón,1,1,1.8,3.5,4.5,2,0,3,0,5,5,6,2,11,10,14,4,10,3,52,48,15,12,D
752,22270,2009/2010,9,2009-11-01 00:00:00,684711,RCD Espanyol,Real Valladolid,1,1,1.91,3.5,4.0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,44,56,12,8,D
756,22274,2009/2010,9,2009-11-01 00:00:00,684715,RCD Mallorca,Racing Santander,1,0,1.83,3.5,4.33,1,0,1,0,0,0,0,0,0,0,0,0,0,0,47,53,14,7,H
758,22276,2009/2010,9,2009-11-01 00:00:00,684717,Real Zaragoza,UD Almería,2,1,2.0,3.4,3.75,5,0,4,0,0,0,0,0,0,0,0,0,0,0,30,70,8,9,H
750,22268,2009/2010,9,2009-11-01 00:00:00,684709,Villarreal CF,CD Tenerife,5,0,1.73,3.5,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44,56,6,9,H
395,21913,2009/2010,10,2009-11-07 00:00:00,684734,Atlético Madrid,Real Madrid CF,2,3,3.75,3.5,1.95,3,0,4,1,7,6,6,7,16,18,30,14,7,4,48,52,7,22,A
390,21908,2009/2010,10,2009-11-07 00:00:00,684723,CD Tenerife,Málaga CF,2,2,2.0,3.4,3.75,4,0,5,0,0,0,0,0,0,0,0,0,0,0,75,25,9,4,D
397,21915,2009/2010,10,2009-11-07 00:00:00,684736,FC Barcelona,RCD Mallorca,4,2,1.17,7.0,15.0,1,0,2,0,7,5,6,3,12,19,13,14,2,4,68,32,23,17,H
394,21912,2009/2010,10,2009-11-07 00:00:00,684730,Getafe CF,RC Deportivo de La Coruña,0,2,2.1,3.3,3.5,4,0,6,0,3,1,6,3,17,10,19,6,13,3,64,36,12,16,A
396,21914,2009/2010,10,2009-11-08 00:00:00,684735,Racing Santander,Athletic Club de Bilbao,0,2,2.25,3.3,3.2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,48,52,7,13,A
393,21911,2009/2010,10,2009-11-08 00:00:00,684729,Real Sporting de Gijón,RCD Espanyol,1,0,2.25,3.3,3.2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,57,43,13,13,H
392,21910,2009/2010,10,2009-11-08 00:00:00,684726,Real Valladolid,Xerez Club Deportivo,0,0,1.65,3.7,5.25,0,0,5,0,0,0,0,0,0,0,0,0,0,0,57,43,9,5,D
391,21909,2009/2010,10,2009-11-08 00:00:00,684725,Sevilla FC,Villarreal CF,3,2,1.67,3.7,5.0,2,0,2,0,4,3,8,2,14,17,31,12,11,6,57,43,19,9,H
398,21916,2009/2010,10,2009-11-08 00:00:00,684742,UD Almería,CA Osasuna,2,0,2.5,3.25,2.8,2,0,2,0,0,0,0,0,0,0,0,0,0,0,68,32,9,12,H
399,21917,2009/2010,10,2009-11-08 00:00:00,684743,Valencia CF,Real Zaragoza,3,1,1.5,4.0,6.5,2,0,5,0,6,5,3,6,14,18,10,14,6,7,53,47,18,11,H
406,21924,2009/2010,11,2009-11-21 00:00:00,684756,Athletic Club de Bilbao,FC Barcelona,1,1,6.5,4.0,1.53,1,0,1,0,1,6,6,6,16,15,20,27,5,7,38,62,16,26,D
400,21918,2009/2010,11,2009-11-21 00:00:00,684746,CD Tenerife,Sevilla FC,1,2,5.0,3.5,1.73,4,0,3,0,0,0,0,0,0,0,0,0,0,0,53,47,10,22,A
404,21922,2009/2010,11,2009-11-21 00:00:00,684754,RC Deportivo de La Coruña,Atlético Madrid,2,1,2.5,3.3,2.75,3,0,4,1,10,7,8,4,8,21,26,10,9,3,52,48,19,7,H
405,21923,2009/2010,11,2009-11-21 00:00:00,684755,Real Madrid CF,Racing Santander,1,0,1.22,6.0,12.0,2,0,3,0,12,0,6,6,11,20,13,2,7,0,64,36,25,7,H
408,21926,2009/2010,11,2009-11-22 00:00:00,684758,CA Osasuna,Valencia CF,1,3,3.25,3.3,2.2,6,0,2,0,2,2,3,9,17,20,21,19,4,5,51,49,12,21,A
409,21927,2009/2010,11,2009-11-22 00:00:00,684759,Málaga CF,Real Zaragoza,1,1,2.3,3.4,3.0,5,1,4,0,4,2,6,3,14,12,13,10,6,4,50,50,5,11,D
403,21921,2009/2010,11,2009-11-22 00:00:00,684753,RCD Espanyol,Getafe CF,0,2,2.1,3.3,3.5,2,0,3,0,2,5,6,2,10,11,9,4,7,3,53,47,13,12,A
407,21925,2009/2010,11,2009-11-22 00:00:00,684757,RCD Mallorca,UD Almería,3,1,1.73,3.6,4.75,4,0,3,0,0,0,0,0,0,0,0,0,0,0,38,62,17,12,H
401,21919,2009/2010,11,2009-11-22 00:00:00,684748,Villarreal CF,Real Valladolid,3,1,1.62,3.75,5.5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,53,47,9,10,H
402,21920,2009/2010,11,2009-11-22 00:00:00,684750,Xerez Club Deportivo,Real Sporting de Gijón,0,0,2.8,3.25,2.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,53,47,6,16,D
412,21930,2009/2010,12,2009-11-28 00:00:00,684762,Real Sporting de Gijón,Villarreal CF,1,0,2.75,3.3,2.5,1,0,4,1,3,3,7,4,17,13,8,2,8,0,49,51,17,12,H
410,21928,2009/2010,12,2009-11-28 00:00:00,684760,Sevilla FC,Málaga CF,2,2,1.25,5.5,12.0,4,0,4,1,4,6,7,1,17,27,19,9,5,4,62,38,25,6,D
418,21936,2009/2010,12,2009-11-28 00:00:00,684768,Valencia CF,RCD Mallorca,1,1,1.53,4.0,6.0,4,0,4,0,6,1,9,6,9,15,31,12,11,2,59,41,24,20,D
414,21932,2009/2010,12,2009-11-29 00:00:00,684764,Atlético Madrid,RCD Espanyol,4,0,1.75,3.5,4.75,3,0,4,0,6,3,4,1,20,13,18,25,6,3,48,52,7,13,H
416,21934,2009/2010,12,2009-11-29 00:00:00,684766,FC Barcelona,Real Madrid CF,1,0,1.85,3.6,4.0,2,0,6,0,4,8,4,8,16,22,25,17,6,6,58,42,27,28,H
413,21931,2009/2010,12,2009-11-29 00:00:00,684763,Getafe CF,Xerez Club Deportivo,5,1,1.5,4.0,6.5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,49,51,15,7,H
415,21933,2009/2010,12,2009-11-29 00:00:00,684765,Racing Santander,RC Deportivo de La Coruña,0,1,2.63,3.25,2.63,3,0,3,0,3,3,4,4,13,8,34,9,4,2,51,49,7,22,A
411,21929,2009/2010,12,2009-11-29 00:00:00,684761,Real Valladolid,CD Tenerife,3,3,2.0,3.4,3.7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,62,38,10,10,D
419,21937,2009/2010,12,2009-11-29 00:00:00,684769,Real Zaragoza,CA Osasuna,0,1,2.0,3.4,3.7,6,0,2,0,0,0,0,0,0,0,0,0,0,0,59,41,12,12,A
417,21935,2009/2010,12,2009-11-29 00:00:00,684767,UD Almería,Athletic Club de Bilbao,1,4,2.2,3.3,3.25,3,0,4,0,0,0,0,0,0,0,0,0,0,0,58,42,12,17,A
444,21962,2009/2010,15,2009-12-02 00:00:00,684797,Xerez Club Deportivo,FC Barcelona,0,2,12.0,5.5,1.25,1,0,0,0,6,3,1,8,12,16,15,22,3,9,34,66,7,30,A
425,21943,2009/2010,13,2009-12-05 00:00:00,684775,RC Deportivo de La Coruña,FC Barcelona,1,3,5.5,3.8,1.62,1,0,2,0,2,9,2,4,9,14,16,51,1,9,35,65,25,30,A
426,21944,2009/2010,13,2009-12-05 00:00:00,684776,Real Madrid CF,UD Almería,4,2,1.17,6.5,17.0,2,0,3,0,18,1,11,3,11,18,35,8,7,3,66,34,28,12,H
420,21938,2009/2010,13,2009-12-05 00:00:00,684770,Sevilla FC,Real Valladolid,1,1,1.33,4.75,9.5,4,0,4,1,5,3,9,5,11,19,24,13,4,4,63,37,26,11,D
423,21941,2009/2010,13,2009-12-05 00:00:00,684773,Xerez Club Deportivo,Atlético Madrid,0,2,4.6,3.6,1.75,3,0,2,0,0,0,0,0,0,0,0,0,0,0,54,46,7,10,A
427,21945,2009/2010,13,2009-12-06 00:00:00,684777,Athletic Club de Bilbao,Valencia CF,1,2,3.2,3.4,2.2,3,0,3,0,3,3,4,4,18,19,13,21,2,5,41,59,20,25,A
421,21939,2009/2010,13,2009-12-06 00:00:00,684771,CD Tenerife,Real Sporting de Gijón,2,1,2.1,3.3,3.5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,63,37,11,20,H
429,21947,2009/2010,13,2009-12-06 00:00:00,684779,Málaga CF,CA Osasuna,1,1,2.3,3.3,3.1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,41,59,7,15,D
424,21942,2009/2010,13,2009-12-06 00:00:00,684774,RCD Espanyol,Racing Santander,0,4,2.0,3.3,3.8,2,0,4,0,0,2,4,3,17,16,9,10,4,6,56,44,13,7,A
428,21946,2009/2010,13,2009-12-06 00:00:00,684778,RCD Mallorca,Real Zaragoza,4,1,1.85,3.5,4.2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,41,59,21,12,H
422,21940,2009/2010,13,2009-12-06 00:00:00,684772,Villarreal CF,Getafe CF,3,2,1.75,3.6,4.6,5,1,4,0,7,1,1,1,14,14,18,8,7,0,54,46,15,18,H
435,21953,2009/2010,14,2009-12-12 00:00:00,684785,FC Barcelona,RCD Espanyol,1,0,1.17,7.0,17.0,3,0,3,0,3,2,7,2,12,17,26,8,10,2,70,30,33,13,H
438,21956,2009/2010,14,2009-12-12 00:00:00,684788,Real Zaragoza,Athletic Club de Bilbao,1,2,2.2,3.3,3.3,3,0,6,0,5,2,8,2,18,19,29,8,6,2,50,50,12,20,A
437,21955,2009/2010,14,2009-12-12 00:00:00,684787,Valencia CF,Real Madrid CF,2,3,2.5,3.4,2.7,4,0,2,0,6,4,3,6,17,16,34,21,6,2,50,50,28,31,A
433,21951,2009/2010,14,2009-12-13 00:00:00,684783,Atlético Madrid,Villarreal CF,1,2,2.0,3.5,3.6,2,0,0,0,2,7,5,9,19,6,13,8,5,2,48,52,13,15,A
439,21957,2009/2010,14,2009-12-13 00:00:00,684789,CA Osasuna,RCD Mallorca,0,1,2.2,3.3,3.25,1,0,3,0,1,0,1,1,3,5,7,8,1,2,50,50,16,24,A
432,21950,2009/2010,14,2009-12-13 00:00:00,684782,Getafe CF,CD Tenerife,2,1,1.75,3.6,4.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,52,48,18,14,H
434,21952,2009/2010,14,2009-12-13 00:00:00,684784,Racing Santander,Xerez Club Deportivo,3,2,1.73,3.5,5.0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,48,52,10,7,H
431,21949,2009/2010,14,2009-12-13 00:00:00,684781,Real Sporting de Gijón,Sevilla FC,0,1,3.5,3.3,2.1,5,0,3,0,7,2,6,3,19,13,21,22,4,6,52,48,20,27,A
430,21948,2009/2010,14,2009-12-13 00:00:00,684780,Real Valladolid,Málaga CF,1,1,2.0,3.4,3.75,4,0,2,0,0,0,0,0,0,0,0,0,0,0,41,59,13,9,D
436,21954,2009/2010,14,2009-12-13 00:00:00,684786,UD Almería,RC Deportivo de La Coruña,1,1,2.7,3.1,2.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,70,30,12,25,D
448,21966,2009/2010,15,2009-12-19 00:00:00,684807,Athletic Club de Bilbao,CA Osasuna,2,0,2.1,3.3,3.5,3,0,3,0,0,0,0,0,0,0,0,0,0,0,57,43,23,16,H
447,21965,2009/2010,15,2009-12-19 00:00:00,684804,Real Madrid CF,Real Zaragoza,6,0,1.2,6.5,13.0,2,0,3,0,5,2,7,3,17,17,29,17,3,4,57,43,34,12,H
441,21959,2009/2010,15,2009-12-19 00:00:00,684792,Sevilla FC,Getafe CF,1,2,1.6,3.6,6.0,1,0,5,0,7,2,13,2,15,16,43,11,8,1,65,35,30,21,A
442,21960,2009/2010,15,2009-12-20 00:00:00,684793,CD Tenerife,Atlético Madrid,1,1,3.1,3.4,2.25,1,0,5,0,12,2,5,5,12,13,15,14,2,4,47,53,14,13,D
449,21967,2009/2010,15,2009-12-20 00:00:00,684808,Málaga CF,RCD Mallorca,2,1,2.5,3.3,2.75,2,0,4,0,0,0,0,0,0,0,0,0,0,0,57,43,9,27,H
446,21964,2009/2010,15,2009-12-20 00:00:00,684801,RC Deportivo de La Coruña,Valencia CF,0,0,2.8,3.25,2.5,1,0,3,0,4,7,9,8,9,16,18,21,2,4,43,57,26,28,D
445,21963,2009/2010,15,2009-12-20 00:00:00,684799,RCD Espanyol,UD Almería,2,0,2.1,3.3,3.5,3,0,3,0,3,6,9,1,21,11,22,12,10,8,34,66,13,13,H
440,21958,2009/2010,15,2009-12-20 00:00:00,684791,Real Valladolid,Real Sporting de Gijón,2,1,2.1,3.3,3.5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,50,50,13,20,H
443,21961,2009/2010,15,2009-12-20 00:00:00,684794,Villarreal CF,Racing Santander,2,0,1.6,3.75,5.75,1,0,4,0,0,0,0,0,0,0,0,0,0,0,47,53,18,13,H
452,21970,2009/2010,16,2010-01-02 00:00:00,684817,Atlético Madrid,Sevilla FC,2,1,2.63,3.3,2.63,3,0,5,0,2,2,8,3,21,14,19,18,5,6,42,58,14,30,H
454,21972,2009/2010,16,2010-01-02 00:00:00,684821,FC Barcelona,Villarreal CF,1,1,1.33,4.75,10.0,2,0,4,0,7,3,5,3,22,15,26,16,6,7,63,37,39,21,D
456,21974,2009/2010,16,2010-01-02 00:00:00,684824,Valencia CF,RCD Espanyol,1,0,1.44,4.33,7.0,3,0,4,0,11,4,5,5,14,13,19,0,6,0,63,37,29,16,H
458,21976,2009/2010,16,2010-01-03 00:00:00,684828,CA Osasuna,Real Madrid CF,0,0,7.0,4.33,1.44,3,0,3,0,2,9,1,10,11,15,15,25,6,7,49,51,16,37,D
451,21969,2009/2010,16,2010-01-03 00:00:00,684815,Getafe CF,Real Valladolid,1,0,1.8,3.5,4.5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,57,43,24,16,H
459,21977,2009/2010,16,2010-01-03 00:00:00,684830,RCD Mallorca,Athletic Club de Bilbao,2,0,2.0,3.5,3.6,5,0,2,0,6,4,7,0,16,20,17,10,4,4,51,49,27,26,H
453,21971,2009/2010,16,2010-01-03 00:00:00,684819,Racing Santander,CD Tenerife,2,0,2.0,3.4,3.75,1,0,1,0,0,0,0,0,0,0,0,0,0,0,42,58,13,15,H
450,21968,2009/2010,16,2010-01-03 00:00:00,684813,Real Sporting de Gijón,Málaga CF,2,2,2.0,3.4,3.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,57,43,20,12,D
457,21975,2009/2010,16,2010-01-03 00:00:00,684826,Real Zaragoza,RC Deportivo de La Coruña,0,0,2.6,3.25,2.7,4,0,2,0,7,6,5,2,17,17,15,14,3,3,51,49,12,27,D
455,21973,2009/2010,16,2010-01-03 00:00:00,684822,UD Almería,Xerez Club Deportivo,1,0,1.8,3.5,4.5,3,0,5,0,0,0,0,0,0,0,0,0,0,0,63,37,13,7,H
461,21979,2009/2010,17,2010-01-09 00:00:00,684833,Real Valladolid,Atlético Madrid,0,4,2.5,3.3,2.75,5,0,1,0,4,1,5,2,16,12,8,9,4,2,55,45,16,17,A
462,21980,2009/2010,17,2010-01-09 00:00:00,684835,Sevilla FC,Racing Santander,1,2,1.55,3.75,6.0,1,0,2,0,9,3,10,3,17,18,36,4,14,0,64,36,30,16,A
464,21982,2009/2010,17,2010-01-09 00:00:00,684837,Villarreal CF,UD Almería,1,1,1.44,4.2,7.5,4,0,2,0,3,2,3,4,16,22,14,9,3,3,52,48,22,16,D
463,21981,2009/2010,17,2010-01-10 00:00:00,684836,CD Tenerife,FC Barcelona,0,5,7.5,4.5,1.4,3,0,2,0,5,4,8,6,14,9,10,12,3,1,36,64,15,40,A
469,21987,2009/2010,17,2010-01-10 00:00:00,684847,Málaga CF,Athletic Club de Bilbao,1,1,2.4,3.3,2.88,2,0,3,0,0,0,0,0,0,0,0,0,0,0,63,37,13,26,D
467,21985,2009/2010,17,2010-01-10 00:00:00,684843,RC Deportivo de La Coruña,CA Osasuna,1,0,1.91,3.4,4.0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,45,55,28,17,H
466,21984,2009/2010,17,2010-01-10 00:00:00,684841,RCD Espanyol,Real Zaragoza,2,1,2.0,3.3,3.75,3,0,1,0,0,0,0,0,0,0,0,0,0,0,45,55,16,13,H
468,21986,2009/2010,17,2010-01-10 00:00:00,684844,Real Madrid CF,RCD Mallorca,2,0,1.29,5.25,10.0,0,0,3,0,5,3,9,2,5,11,25,10,6,4,63,37,38,30,H
460,21978,2009/2010,17,2010-01-10 00:00:00,684832,Real Sporting de Gijón,Getafe CF,1,0,2.5,3.3,2.75,2,0,3,0,0,0,0,0,0,0,0,0,0,0,51,49,21,27,H
465,21983,2009/2010,17,2010-01-10 00:00:00,684839,Xerez Club Deportivo,Valencia CF,1,3,6.0,3.75,1.57,3,0,3,0,3,4,4,5,10,10,16,9,7,3,45,55,7,32,A
479,21997,2009/2010,18,2010-01-16 00:00:00,684866,Athletic Club de Bilbao,Real Madrid CF,1,0,6.0,3.8,1.57,5,0,4,0,5,18,3,8,18,12,12,29,4,9,57,43,27,41,H
477,21995,2009/2010,18,2010-01-16 00:00:00,684862,CA Osasuna,RCD Espanyol,2,0,2.05,3.25,3.75,4,0,3,0,0,0,0,0,0,0,0,0,0,0,57,43,17,19,H
473,21991,2009/2010,18,2010-01-16 00:00:00,684857,FC Barcelona,Sevilla FC,4,0,1.33,5.0,8.5,2,0,4,0,11,0,8,2,11,11,40,7,10,2,68,32,43,30,H
471,21989,2009/2010,18,2010-01-17 00:00:00,684853,Atlético Madrid,Real Sporting de Gijón,3,2,1.57,3.8,6.0,4,0,2,0,3,7,7,5,8,10,7,24,2,5,51,49,20,24,H
470,21988,2009/2010,18,2010-01-17 00:00:00,684850,Málaga CF,Getafe CF,1,0,2.5,3.25,2.8,4,0,5,0,0,0,0,0,0,0,0,0,0,0,63,37,14,27,H
478,21996,2009/2010,18,2010-01-17 00:00:00,684864,RCD Mallorca,RC Deportivo de La Coruña,2,0,2.15,3.25,3.4,2,0,4,0,4,1,6,3,11,12,9,5,6,4,57,43,30,31,H
472,21990,2009/2010,18,2010-01-17 00:00:00,684855,Racing Santander,Real Valladolid,1,1,2.0,3.3,3.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,51,49,19,16,D
476,21994,2009/2010,18,2010-01-17 00:00:00,684860,Real Zaragoza,Xerez Club Deportivo,0,0,1.67,3.6,5.25,0,0,3,1,0,0,0,0,0,0,0,0,0,0,57,43,13,7,D
474,21992,2009/2010,18,2010-01-17 00:00:00,684858,UD Almería,CD Tenerife,1,1,1.95,3.4,3.8,2,0,6,0,0,0,0,0,0,0,0,0,0,0,68,32,17,15,D
475,21993,2009/2010,18,2010-01-17 00:00:00,684859,Valencia CF,Villarreal CF,4,1,1.91,3.6,3.75,5,0,0,1,9,1,8,3,18,15,26,4,7,1,57,43,35,23,H
488,22006,2009/2010,19,2010-01-23 00:00:00,684880,RC Deportivo de La Coruña,Athletic Club de Bilbao,3,1,2.1,3.2,3.6,3,0,3,0,3,7,7,10,9,17,12,24,2,6,46,54,31,30,H
482,22000,2009/2010,19,2010-01-23 00:00:00,684873,Real Valladolid,FC Barcelona,0,3,10.0,5.25,1.29,2,0,2,0,6,7,3,5,11,17,15,22,5,5,30,70,17,46,A
483,22001,2009/2010,19,2010-01-23 00:00:00,684874,Sevilla FC,UD Almería,1,0,1.44,4.2,7.5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,30,70,30,18,H
484,22002,2009/2010,19,2010-01-24 00:00:00,684875,CD Tenerife,Valencia CF,0,0,5.25,3.75,1.65,0,0,2,0,0,0,0,0,0,0,0,0,0,0,30,70,16,38,D
480,21998,2009/2010,19,2010-01-24 00:00:00,684870,Getafe CF,Atlético Madrid,1,0,2.5,3.2,2.88,1,0,5,0,7,3,9,8,14,14,17,15,5,2,55,45,27,23,H
487,22005,2009/2010,19,2010-01-24 00:00:00,684878,RCD Espanyol,RCD Mallorca,1,1,2.4,3.2,3.0,3,0,4,0,4,4,7,4,10,11,13,10,4,3,59,41,19,33,D
489,22007,2009/2010,19,2010-01-24 00:00:00,684881,Real Madrid CF,Málaga CF,2,0,1.17,7.0,15.0,1,0,3,0,6,3,8,3,16,21,21,17,6,6,59,41,41,17,H
481,21999,2009/2010,19,2010-01-24 00:00:00,684871,Real Sporting de Gijón,Racing Santander,0,1,2.35,3.3,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,55,45,24,20,A
485,22003,2009/2010,19,2010-01-24 00:00:00,684876,Villarreal CF,Real Zaragoza,4,2,1.44,4.2,7.5,1,0,4,0,0,0,0,0,0,0,0,0,0,0,30,70,23,14,H
486,22004,2009/2010,19,2010-01-24 00:00:00,684877,Xerez Club Deportivo,CA Osasuna,1,2,3.25,3.2,2.25,1,0,1,0,0,0,0,0,0,0,0,0,0,0,30,70,8,20,A
500,22018,2009/2010,20,2010-01-30 00:00:00,684885,RC Deportivo de La Coruña,Real Madrid CF,1,3,4.0,3.4,1.85,3,0,0,0,3,8,6,6,14,9,16,19,6,4,41,59,34,44,A
501,22019,2009/2010,20,2010-01-30 00:00:00,684886,RCD Espanyol,Athletic Club de Bilbao,1,0,2.25,3.25,3.25,5,0,2,0,6,1,3,2,15,9,12,10,9,6,41,59,20,30,H
507,22025,2009/2010,20,2010-01-30 00:00:00,684899,Real Sporting de Gijón,FC Barcelona,0,1,13.0,6.5,1.2,6,0,3,0,2,6,1,11,15,8,9,25,2,9,29,71,24,49,A
509,22027,2009/2010,20,2010-01-31 00:00:00,684903,Atlético Madrid,Málaga CF,0,2,1.5,4.2,6.5,3,0,3,0,6,1,5,3,14,14,12,10,2,4,58,42,23,17,A
504,22022,2009/2010,20,2010-01-31 00:00:00,684893,CD Tenerife,Real Zaragoza,1,3,2.0,3.4,3.75,5,0,4,0,0,0,0,0,0,0,0,0,0,0,41,59,17,14,A
508,22026,2009/2010,20,2010-01-31 00:00:00,684901,Getafe CF,Racing Santander,0,0,2.0,3.4,3.75,1,0,2,0,4,3,11,3,13,13,21,2,13,0,63,37,30,23,D
506,22024,2009/2010,20,2010-01-31 00:00:00,684897,Real Valladolid,UD Almería,1,1,2.1,3.3,3.5,5,0,2,0,0,0,0,0,0,0,0,0,0,0,48,52,17,18,D
505,22023,2009/2010,20,2010-01-31 00:00:00,684895,Sevilla FC,Valencia CF,2,1,2.25,3.4,3.2,4,0,4,0,3,12,11,2,15,19,23,18,6,4,48,52,33,39,H
503,22021,2009/2010,20,2010-01-31 00:00:00,684891,Villarreal CF,CA Osasuna,0,2,1.57,3.75,6.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,41,59,26,23,A
502,22020,2009/2010,20,2010-01-31 00:00:00,684889,Xerez Club Deportivo,RCD Mallorca,2,1,3.5,3.3,2.1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,41,59,8,34,H
518,22036,2009/2010,21,2010-02-06 00:00:00,684921,FC Barcelona,Getafe CF,2,1,1.14,8.0,15.0,3,2,3,0,5,5,7,6,9,11,10,14,5,1,51,49,52,31,H
